RunID,Evaluations,Current_Fitness,Best_Fitness,Temperature,Operator
15,964902,2581.51,846.041,96.5645,INSERT
15,965002,2607.92,846.041,95.6036,LOCAL_SWAP
15,965102,2577.63,846.041,94.6523,2OPT
15,965202,2817.44,846.041,93.7104,ROUTE_MERGE
15,965302,2531.95,846.041,92.778,LOCAL_SWAP
15,965402,2655.64,846.041,91.8548,ROUTE_MERGE
15,965502,2464.1,846.041,90.9407,LOCAL_SWAP
15,965602,2595.64,846.041,90.0358,LOCAL_SWAP
15,965702,2452.1,846.041,89.1399,GLOBAL_SWAP
15,965802,2328.2,846.041,88.2529,REMOVE
15,965902,2420.52,846.041,87.3747,INSERT
15,966002,2763.64,846.041,86.5053,2OPT
15,966102,2664.78,846.041,85.6445,INSERT
15,966202,2606.72,846.041,84.7923,INSERT
15,966302,2551.56,846.041,83.9485,INSERT
15,966402,2454.8,846.041,83.1132,INSERT
15,966502,2368.38,846.041,82.2862,2OPT
15,966602,2508.06,846.041,81.4674,2OPT
15,966702,2451.78,846.041,80.6567,LOCAL_SWAP
15,966802,2534.38,846.041,79.8541,2OPT
15,966902,2335.66,846.041,79.0595,2OPT
15,967002,2465.9,846.041,78.2728,INSERT
15,967102,2476.73,846.041,77.494,REMOVE
15,967202,2605.68,846.041,76.7228,INSERT
15,967302,2513.16,846.041,75.9594,INSERT
15,967402,2484.31,846.041,75.2036,2OPT
15,967502,2619.86,846.041,74.4552,2OPT
15,967602,2727.35,846.041,73.7144,REMOVE
15,967702,2626.94,846.041,72.9808,GLOBAL_SWAP
15,967802,2397.66,846.041,72.2546,INSERT
15,967902,2557.73,846.041,71.5357,INSERT
15,968002,2415.33,846.041,70.8238,2OPT
15,968102,2671.49,846.041,70.1191,REMOVE
15,968202,2578.54,846.041,69.4214,INSERT
15,968302,2830.96,846.041,68.7306,2OPT
15,968402,2700.43,846.041,68.0467,INSERT
15,968502,2706.44,846.041,67.3695,2OPT
15,968602,2640.16,846.041,66.6992,2OPT
15,968702,2573.59,846.041,66.0355,GLOBAL_SWAP
15,968802,2583.17,846.041,65.3784,2OPT
15,968902,2540.91,846.041,64.7278,2OPT
15,969002,2586.35,846.041,64.0837,2OPT
15,969102,2456.47,846.041,63.4461,INSERT
15,969202,2489.54,846.041,62.8147,GLOBAL_SWAP
15,969302,2457.77,846.041,62.1897,REMOVE
15,969402,2631.09,846.041,61.5708,LOCAL_SWAP
15,969502,2352.25,846.041,60.9582,REMOVE
15,969602,2561.32,846.041,60.3516,2OPT
15,969702,2581.9,846.041,59.7511,2OPT
15,969802,2322.62,846.041,59.1565,2OPT
15,969902,2536.83,846.041,58.5679,2OPT
